0.3035714286	0.6785714286	0.3035714286	0.7321428571	0.6607142857	0.7142857143	0.3035714286	0.8035714286
0.7321428571	0.3035714286	0.5714285714	0.6964285714	0.6607142857	0.75	0.3214285714	0.8392857143
0.4285714286	0.625	0.2321428571	0.75	0.3392857143	0.3035714286	0.2857142857	0.25
0.2142857143	0.7321428571	0.7321428571	0.6607142857	0.3392857143	0.6964285714	0.3392857143	0.2142857143
0.8392857143	0.6964285714	0.3035714286	0.6964285714	0.625	0.4285714286	0.6785714286	0.8214285714
0.1607142857	0.6607142857	0.6607142857	0.75	0.6964285714	0.3035714286	0.375	0.5535714286
0.1964285714	0.6071428571	0.2678571429	0.25	0.3035714286	0.6607142857	0.6607142857	0.2321428571
0.8392857143	0.2857142857	0.3214285714	0.7678571429	0.2857142857	0.4642857143	0.7321428571	0.3035714286
0.8214285714	0.7142857143	0.5535714286	0.3035714286	0.3035714286	0.75	0.5892857143	0.2142857143
0.2142857143	0.2678571429	0.5892857143	0.2857142857	0.2857142857	0.375	0.25	0.2142857143
0.75	0.3214285714	0.6607142857	0.2678571429	0.7142857143	0.3214285714	0.6964285714	0.7857142857
0.4821428571	0.6785714286	0.6785714286	0.2321428571	0.3392857143	0.3214285714	0.6607142857	0.1607142857
0.875	0.6607142857	0.6964285714	0.3035714286	0.3928571429	0.4821428571	0.2678571429	0.7857142857
0.5	0.3035714286	0.2857142857	0.7678571429	0.6785714286	0.4464285714	0.7142857143	0.6607142857
0.1428571429	0.6785714286	0.6785714286	0.3214285714	0.3392857143	0.6607142857	0.3392857143	0.8035714286
0.3571428571	0.3392857143	0.7142857143	0.2678571429	0.6607142857	0.3214285714	0.2857142857	0.8035714286
0.3928571429	0.7142857143	0.6964285714	0.25	0.6964285714	0.6964285714	0.6607142857	0.5357142857
0.8035714286	0.375	0.4464285714	0.7142857143	0.6607142857	0.75	0.2857142857	0.1785714286
0.7857142857	0.3928571429	0.25	0.25	0.7321428571	0.7142857143	0.6785714286	0.3571428571
0.1607142857	0.2678571429	0.3035714286	0.6785714286	0.4107142857	0.3035714286	0.3392857143	0.7678571429
0.2142857143	0.6785714286	0.3214285714	0.2857142857	0.6964285714	0.3214285714	0.6964285714	0.8035714286
